Loan Term (months),Default Amount,Servicer Fee,SeniorLoanStatus,OutstandingBalance,Product,TotalInterestPaid,Default - Servicer Definition,Unique ID,Employer,Bucket,MaxArrears,TermOutstanding,APR/Interest Rate,LoanStatus,Start Date,CCJ_LTM,OPB,PurposeOfLoan,Unnamed: 16,DelinquentEver,DelinquentEverDate,BorrowerStatus,Default Date,TotalCapitalPaid,Original Principal Balance,MonthlyPayment,Credit Score,DelinquentAccountStatus,MaxArrearsDate,Seasoning,Currency_Name,Eligibility Flag,Days Past Due,Status of Loan,Country,LTV (for secured products),Currency
36,,1.00,Default,0.00,Neyber Loan,347.58,Non Default,36305,Police Mutual,Great,0,0,6.90,Repaid,2019-11-12,0,0.00,Debt Consolidation,0,0,, ,,4600.00,"4,600",141.49,481,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1056.78,Non Default,24179,Police Mutual,Great,0,0,4.90,Repaid,2018-04-09,0,0.00,Car purchase,0,0,, ,,11400.00,"11,400",261.47,519,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,2427.31,2.00,Default,2647.01,Neyber Loan,2356.22,Default,38293,Police Mutual,Good,4,8,13.90,Active,2019-11-29,0,2427.31,Home Improvements,0,1,2020-12-31,,2022-12-29,7572.69,"10,000",337.6,402,Default,2022-08-31,44,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,343.37,Non Default,24622,Police Mutual,Great,0,0,4.90,Repaid,2018-04-25,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",275.23,455,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1782.74,Non Default,32806,Police Mutual,Great,0,0,8.90,Repaid,2019-05-24,0,0.00,Debt Consolidation,0,0,, ,,13100.00,"13,100",269.63,479,Closed,,50,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,272.33,Non Default,12167,Police Mutual,Great,0,0,4.90,Repaid,2017-11-15,0,0.00,Car purchase,0,0,, ,,7000.00,"7,000",209.15,448,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1738.31,Non Default,7974,Police Mutual,Good,0,0,9.90,Repaid,2017-04-28,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",314.86,417,Closed,,75,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,753.39,Neyber Loan,2363.04,Non Default,29269,Police Mutual,Good,0,4,9.90,Active,2018-11-14,0,738.72,Debt Consolidation,0,0,,,,8261.28,"9,000",188.92,396,Up-To-Date,,56,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1874.86,Non Default,7392,Police Mutual,OK,0,0,14.90,Repaid,2017-06-28,0,0.00,Home Improvements,0,0,, ,,9000.00,"9,000",245.8,336,Closed,,73,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,332.39,Non Default,28125,Police Mutual,Great,0,0,8.90,Repaid,2018-09-25,0,0.00,Debt Consolidation,0,0,, ,,3000.00,"3,000",94.78,428,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,248.20,Non Default,23612,Police Mutual,Great,0,0,4.90,Repaid,2018-03-08,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",187.77,431,Closed,,64,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1648.29,Non Default,31640,Police Mutual,Good,0,0,13.90,Repaid,2019-03-20,0,0.00,Debt Consolidation,0,0,,,,5700.00,"5,700",130.46,405,Closed,,52,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,263.51,2.00,Default,263.51,Neyber Loan,1297.15,Non Default,35859,Police Mutual,Great,4,1,8.90,Active,2019-10-24,0,263.51,Debt Consolidation,0,1,2021-01-02,,2023-06-02,7936.49,"8,200",259.56,518,Default,2023-02-02,45,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,278.23,Non Default,5157,Police Mutual,Great,0,0,6.90,Repaid,2016-10-13,0,0.00,Home Improvements,0,0,, ,,2000.00,"2,000",47.61,471,Closed,,81,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,6016.95,Neyber Loan,2447.21,Non Default,36138,Police Mutual,Great,2,23,6.90,Active,2019-11-08,0,5615.70,Debt Consolidation,0,1,2019-12-20,,,7384.30,"13,000",256.14,436,Up-To-Date,2019-12-20,44,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1248.39,Non Default,22853,Police Mutual,Good,0,0,4.90,Repaid,2018-02-06,0,0.00,Wedding loan,0,0,,,,10000.00,"10,000",187.77,401,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,520.71,Non Default,23029,Police Mutual,Good,0,0,9.90,Repaid,2018-02-15,0,0.00,Car purchase,0,0,, ,,3400.00,"3,400",108.88,411,Closed,,65,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,184.55,Non Default,26478,Police Mutual,Great,0,0,8.90,Repaid,2018-07-16,0,0.00,Debt Consolidation,0,0,, ,,2000.00,"2,000",90.96,539,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,3659.79,1.00,Default,3424.99,Neyber Loan,4717.65,Default,31319,Police Mutual,OK,4,14,18.90,Active,2019-03-01,0,3422.51,Car purchase,0,1,2020-12-29,Vulnerable Customer - Financial Hardship (Resilience) - No action required,2023-03-15,6577.49,"10,000",250.64,321,Default,2022-12-15,52,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,2507.91,Neyber Loan,2156.48,Non Default,38161,Police Mutual,Good,0,17,13.90,Active,2019-11-27,0,2277.86,Debt Consolidation,0,0,,,,4222.14,"6,500",148.34,410,Up-To-Date,,44,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,6572.02,Non Default,11721,Police Mutual,OK,0,0,14.90,Repaid,2017-10-17,0,0.00,Debt Consolidation,0,0,,,,16500.00,"16,500",383.67,347,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,604.90,Non Default,6503,Police Mutual,Great,0,0,4.90,Repaid,2017-03-10,0,0.00,Car purchase,0,0,, ,,8000.00,"8,000",239.03,523,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,927.26,Non Default,32161,Police Mutual,Good,0,0,18.90,Repaid,2019-04-12,0,0.00,Debt Consolidation,0,0,, ,,12000.00,"12,000",301.63,373,Closed,,51,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,356.52,Non Default,26703,Police Mutual,Good,0,0,9.90,Repaid,2018-07-23,0,0.00,Debt Consolidation,0,0,, ,,5000.00,"5,000",229.52,409,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,877.62,Non Default,25423,Police Mutual,Great,0,0,4.90,Repaid,2018-06-01,0,0.00,Home Improvements,0,0,,,,7000.00,"7,000",131.44,539,Closed,,61,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,4235.33,2.00,Default,4433.21,Neyber Loan,431.00,Default,6073,Police Mutual,OK,4,26,14.90,Active,2017-02-16,1,4235.33,Debt Consolidation,0,1,2017-09-16,Insolvency - Individual Voluntary Arrangement - Confirmed no payments,2019-03-31,764.67,"5,000",170.81,342,Default,2017-10-16,77,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,2.00,Default,0.00,Neyber Loan,1103.75,Non Default,38459,Police Mutual,Good,0,0,13.90,Repaid,2019-12-04,0,0.00,Debt Consolidation,0,0,,,,5300.00,"5,300",177.9,406,Closed,,43,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,562.63,Non Default,26644,Police Mutual,Great,0,0,4.90,Repaid,2018-07-20,0,0.00,Debt Consolidation,0,0,, ,,8000.00,"8,000",150.21,498,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,496.43,Non Default,6312,Police Mutual,Great,0,0,4.90,Repaid,2017-02-28,0,0.00,Car purchase,0,0,, ,,10000.00,"10,000",187.72,462,Closed,,77,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,1321.28,Non Default,37640,Police Mutual,OK,0,0,18.90,Repaid,2019-11-15,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",349.72,237,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,148.36,Non Default,12253,Police Mutual,Great,1,0,4.90,Repaid,2017-12-06,0,0.00,Car purchase,0,1,2018-07-05, ,,5000.00,"5,000",93.88,498,Closed,2018-07-05,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1843.65,Non Default,30709,Police Mutual,Great,0,0,6.90,Repaid,2019-02-08,0,0.00,Home Improvements,0,0,, ,,21000.00,"21,000",412.54,538,Closed,,53,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,505.63,Non Default,26005,Police Mutual,Great,4,0,4.90,Repaid,2018-06-25,0,0.00,Debt Consolidation,0,1,2022-07-25,,2022-11-22,5000.00,"5,000",114.68,432,Closed,2022-07-25,61,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,236.77,1.00,Default,236.77,Neyber Loan,3137.39,Default,31815,Police Mutual,Good,4,1,13.90,Active,2019-03-28,0,236.77,Debt Consolidation,0,1,2021-01-03,Complaint - Disputed Debt - Received,2023-05-03,9763.23,"10,000",228.46,406,Default,2023-01-03,52,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,497.76,Non Default,11527,Police Mutual,Great,0,0,4.90,Repaid,2017-09-25,0,0.00,Car purchase,0,0,, ,,5000.00,"5,000",114.68,466,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,754.41,Non Default,28388,Police Mutual,Good,0,0,4.90,Repaid,2018-10-09,0,0.00,Debt Consolidation,0,0,, ,,13000.00,"13,000",244.1,423,Closed,,57,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,288.87,Non Default,5780,Police Mutual,Great,0,0,4.90,Repaid,2017-01-20,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",437.83,488,Closed,,78,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Up-To-Date,823.15,Neyber Loan,482.19,Non Default,32428,Police Mutual,Great,0,9,3.90,Active,2019-05-01,0,810.08,Debt Consolidation,0,0,,,,4189.92,"5,000",91.61,591,Up-To-Date,,50,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1495.59,Non Default,11374,Police Mutual,Good,0,0,9.90,Repaid,2017-09-18,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",314.86,354,Closed,,70,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3382.46,Non Default,32400,Police Mutual,Good,0,0,13.90,Repaid,2019-05-02,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",342.69,405,Closed,,50,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2309.72,Non Default,6837,Police Mutual,Good,0,0,9.90,Repaid,2017-05-25,0,0.00,Debt Consolidation,0,0,, ,,15000.00,"15,000",314.86,410,Closed,,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,550.68,Non Default,5083,Police Mutual,Great,0,0,6.90,Repaid,2016-09-29,0,0.00,Car purchase,0,0,, ,,4000.00,"4,000",95.21,584,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,203.41,Non Default,6825,Police Mutual,Good,0,0,9.90,Repaid,2017-05-24,0,0.00,Other,0,0,, ,,2000.00,"2,000",91.81,390,Closed,,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,457.64,Non Default,26993,Police Mutual,Great,0,0,6.90,Repaid,2018-08-07,0,0.00,Debt Consolidation,0,0,, ,,20000.00,"20,000",393.11,515,Closed,,59,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,264.67,Neyber Loan,1000.26,Non Default,28603,Police Mutual,Great,0,3,8.90,Active,2018-10-17,0,260.89,Debt Consolidation,0,0,,,,4039.11,"4,300",88.34,689,Up-To-Date,,57,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,453.68,Non Default,29449,Police Mutual,Great,0,0,4.90,Repaid,2018-11-21,0,0.00,Car purchase,0,0,, ,,6000.00,"6,000",179.27,553,Closed,,56,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,760.40,Non Default,30502,Police Mutual,Great,0,0,4.90,Repaid,2019-01-31,0,0.00,Home Improvements,0,0,, ,,15000.00,"15,000",656.68,471,Closed,,54,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1007.83,Non Default,28562,Police Mutual,Good,1,0,4.90,Repaid,2018-10-19,0,0.00,Car purchase,0,1,2020-08-19, ,,11700.00,"11,700",219.69,390,Closed,2020-10-17,57,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1114.06,Non Default,28163,Police Mutual,Great,0,0,4.90,Repaid,2018-09-30,0,0.00,Home Improvements,0,0,, ,,15000.00,"15,000",281.65,564,Closed,,58,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,322.99,Non Default,5709,Police Mutual,Great,0,0,4.90,Repaid,2017-01-11,0,0.00,Other,0,0,, ,,5000.00,"5,000",93.88,435,Closed,,78,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,4687.86,Non Default,5044,Police Mutual,OK,0,0,14.90,Repaid,2016-09-26,0,0.00,Debt Consolidation,0,0,, ,,13000.00,"13,000",302.29,292,Closed,,82,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,2.00,Default,0.00,Neyber Loan,322.64,Non Default,32326,Police Mutual,Great,0,0,3.90,Repaid,2019-04-25,0,0.00,Debt Consolidation,0,0,,,,5300.00,"5,300",156.2,556,Closed,,51,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,845.02,Neyber Loan,1422.01,Non Default,28889,Police Mutual,Great,0,4,4.90,Active,2018-11-02,0,839.93,Debt Consolidation,0,0,,,,10460.07,"11,300",212.18,435,Up-To-Date,,56,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,2.00,Default,0.00,Neyber Loan,431.12,Non Default,36134,Police Mutual,Great,0,0,3.90,Repaid,2019-11-07,0,0.00,Car purchase,0,0,,,,7600.00,"7,600",223.77,556,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,547.48,Non Default,5973,Police Mutual,Great,0,0,4.90,Repaid,2017-01-31,0,0.00,Car purchase,0,0,, ,,12000.00,"12,000",225.26,446,Closed,,78,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,204.14,Non Default,24151,Police Mutual,Great,0,0,4.90,Repaid,2018-04-09,0,0.00,Home Improvements,0,0,, ,,8800.00,"8,800",165.23,566,Closed,,63,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,1249.50,Neyber Loan,654.19,Non Default,36200,Police Mutual,Great,0,16,6.90,Active,2019-11-11,0,1198.43,Car purchase,0,0,,,,2801.57,"4,000",78.54,497,Up-To-Date,,44,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,215.17,Non Default,26954,Police Mutual,Great,0,0,4.90,Repaid,2018-07-31,0,0.00,Wedding loan,0,0,, ,,6000.00,"6,000",112.66,483,Closed,,60,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,2084.83,Neyber Loan,2689.06,Non Default,33115,Police Mutual,OK,0,17,18.90,Active,2019-06-12,0,1849.87,Debt Consolidation,0,0,,PRI - DD issue - Closed,,3150.13,"5,000",126.04,339,Up-To-Date,,49,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,669.27,Non Default,11018,Police Mutual,Good,0,0,9.90,Repaid,2017-08-21,0,0.00,Debt Consolidation,0,0,, ,,6500.00,"6,500",298.38,350,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,381.73,Non Default,5500,Police Mutual,Great,0,0,4.20,Repaid,2016-12-28,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",184.71,527,Closed,,79,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,2751.94,1.00,Default,3397.58,Neyber Loan,2321.04,Default,24552,Police Mutual,OK,4,24,14.90,Active,2018-04-30,0,2751.94,Car purchase,0,1,2020-12-28,,2022-05-28,3248.06,"6,000",139.52,347,Default,2022-01-28,63,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,503.78,Non Default,34059,Police Mutual,OK,2,0,18.90,Repaid,2019-07-30,0,0.00,Debt Consolidation,0,1,2019-08-28,Cleared Arrears ,,5700.00,"5,700",142.93,301,Closed,2019-08-28,48,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,504.56,Non Default,12324,Police Mutual,Great,0,0,4.90,Repaid,2017-12-05,0,0.00,Car purchase,0,0,,,,5000.00,"5,000",114.68,538,Closed,,67,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,194.08,Non Default,7581,Police Mutual,Great,0,0,4.90,Repaid,2017-08-01,0,0.00,Debt Consolidation,0,0,, ,,7000.00,"7,000",209.15,428,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,308.19,Non Default,12584,Police Mutual,Great,0,0,4.90,Repaid,2018-01-03,0,0.00,Debt Consolidation,0,0,, ,,9000.00,"9,000",268.9,432,Closed,,66,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,334.58,Non Default,6595,Police Mutual,Great,0,0,4.90,Repaid,2017-03-17,0,0.00,Debt Consolidation,0,0,, ,,7500.00,"7,500",140.83,531,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,517.07,Non Default,27445,Police Mutual,Great,0,0,4.90,Repaid,2018-08-29,0,0.00,Debt Consolidation,0,0,, ,,5000.00,"5,000",93.88,439,Closed,,59,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Up-To-Date,3657.70,Neyber Loan,3351.73,Non Default,33311,Police Mutual,Great,0,12,8.90,Active,2019-06-20,0,3517.17,Debt Consolidation,0,0,,,,11382.83,"14,900",306.97,510,Up-To-Date,,49,,Eligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2034.54,Non Default,29824,Police Mutual,Good,0,0,9.90,Repaid,2018-12-14,0,0.00,Home Improvements,0,0,, ,,13000.00,"13,000",272.88,399,Closed,,55,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,2607.26,Non Default,10800,Police Mutual,Great,0,0,6.90,Repaid,2017-08-08,0,0.00,Debt Consolidation,0,0,, ,,15100.00,"15,100",296.8,434,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1526.04,Non Default,11033,Police Mutual,Great,0,0,4.90,Repaid,2017-08-23,0,0.00,Debt Consolidation,0,0,, ,,12500.00,"12,500",234.71,437,Closed,,71,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,3675.70,Non Default,5876,Police Mutual,OK,4,0,14.90,Repaid,2017-01-24,0,0.00,Debt Consolidation,0,1,2022-02-24,,2022-06-24,9300.00,"9,300",216.25,344,Closed,2022-02-24,78,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
24,,1.00,Default,0.00,Neyber Loan,126.67,Non Default,26990,Police Mutual,Great,0,0,8.90,Repaid,2018-08-07,0,0.00,Other,0,0,, ,,2000.00,"2,000",90.96,479,Closed,,59,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1012.13,Non Default,37963,Police Mutual,Great,0,0,6.90,Repaid,2019-11-20,0,0.00,Debt Consolidation,0,0,,Query ,,10000.00,"10,000",197.03,489,Closed,,44,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,,1.00,Default,0.00,Neyber Loan,394.77,Non Default,7917,Police Mutual,Great,0,0,4.90,Repaid,2017-05-18,0,0.00,Car purchase,0,0,, ,,7700.00,"7,700",230.06,486,Closed,,74,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,1589.85,Non Default,32863,Police Mutual,Great,0,0,8.90,Repaid,2019-05-30,0,0.00,Car purchase,0,0,,,,8500.00,"8,500",174.13,454,Closed,,50,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
36,3444.64,1.00,Default,0.00,Neyber Loan,1785.39,Non Default,6051,Police Mutual,OK,4,0,14.90,Repaid,2017-02-03,0,0.00,Debt Consolidation,0,1,2017-08-20,Cleared Arrears ,2019-04-19,7000.00,"7,000",240.7,252,Closed,2018-12-20,77,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,655.28,Non Default,29915,Police Mutual,Great,0,0,4.90,Repaid,2018-12-21,0,0.00,Car purchase,0,0,, ,,10000.00,"10,000",187.77,542,Closed,,55,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,5635.74,2.00,Default,853.59,Neyber Loan,507.91,Default,24409,Police Mutual,Great,4,3,4.90,Active,2018-04-19,0,853.59,Debt Consolidation,0,1,2019-02-19,Long Term Financial Difficulty - Debt Management Plan - Confirmed,2021-05-19,12646.41,"13,500",253.49,466,Default,2022-05-19,63,GBP,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,895.62,Non Default,11594,Police Mutual,Good,0,0,9.90,Repaid,2017-10-11,0,0.00,Debt Consolidation,0,0,, ,,5000.00,"5,000",125.56,422,Closed,,69,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,534.39,Non Default,11926,Police Mutual,Great,0,0,4.90,Repaid,2017-11-02,0,0.00,Home Improvements,0,0,, ,,8000.00,"8,000",150.21,482,Closed,,68,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
48,,1.00,Default,0.00,Neyber Loan,1555.33,Non Default,31116,Police Mutual,Great,3,0,4.90,Repaid,2019-02-28,0,0.00,Car purchase,0,1,2022-06-04,,,14900.00,"14,900",342.33,531,Closed,2023-02-04,53,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,2.00,Default,0.00,Neyber Loan,1545.96,Non Default,32798,Police Mutual,Great,0,0,8.90,Repaid,2019-05-24,0,0.00,Debt Consolidation,0,0,, ,,10000.00,"10,000",205.58,527,Closed,,50,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,981.48,Non Default,28381,Police Mutual,Great,0,0,4.90,Repaid,2018-10-10,0,0.00,Car purchase,0,0,,,,8000.00,"8,000",150.21,515,Closed,,57,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
60,,1.00,Default,0.00,Neyber Loan,421.80,Non Default,6436,Police Mutual,Great,0,0,8.90,Repaid,2017-03-10,0,0.00,Home Improvements,0,0,, ,,3000.00,"3,000",61.63,528,Closed,,76,,Ineligible,Error for key 'Days Past Due': 'Snapshot Date',Defaulted,UK,,GBP
